"","output_JJ1715_393_S43_R1_001.fastq_paired.fq_quant","output_JJ1715_394_S44_R1_001.fastq_paired.fq_quant"
"Sarnp",876.689,1354.132
"Sars",2422.193,2857.315
"Sars2",136.285,200
"Sart1",1676.475,2018.401
"Sart3",794.074,943.261
"Sash1",2233.766,1790.406
"Sash3",252.189,159.274
"Sass6",316.907,321.081
"Sat1",4619.916,4572.456
"Sat2",20,26
"Satb1",120,143
"Satb2",973.141,567.91
"Satl1",0,0
"Sav1",1221.502,1184.251
"Saxo1",0,0
"Saxo2",9,6
"Saysd1",158.998,185.714
"Sbds",2136.289,2122.854
"Sbf1",1153.797,1390.011
"Sbf2",1786.315,1490.123
"Sbk1",475.387,413.992
"Sbk2",2,0
"Sbk3",1,3
"Sbno1",3878.817,3757.424
"Sbno2",1330.358,1112.323
"Sbp",0,0
"Sbpl",2,0
"Sbspon",36,63
"Sc5d",3363.58,3702.238
"Scaf1",1290.654,1268.409
"Scaf11",2625.772,2746.678
"Scaf4",1000.785,1004.088
"Scamp1",357.118,270.511
"Scamp2",4262.277,4487.782
"Scamp3",607.984,691.924
"Scamp4",955.006,1618.372
"Scamp5",1254.985,1335.118
"Scand1",107.781,198.997
"Scap",884.501,1002.908
"Scaper",385.28,381.923
"Scara3",80.871,58.407
"Scara5",48,9
"Scarb1",218.001,328.476
"Scarb2",3188.455,2736.733
"Scarf1",73,101
"Scarf2",95,147.058
"Sccpdh",706.852,735.481
"Scd1",854.645,1084.14
"Scd2",4091.276,23654.497
"Scd3",0,0
"Scd4",6.099,24.01
"Scel",4,4
"Scfd1",1228.404,1673.306
"Scfd2",277.213,322.362
"Scg2",855.557,1188.393
"Scg3",224,217.273
"Scg5",95,104
"Scgb1a1",1,0
"Scgb1b2",0,0
"Scgb1b24",0,0
"Scgb1b27",1,4
"Scgb1b3",0,5.016
"Scgb1b30",0,0
"Scgb1c1",0,0
"Scgb2a2",0,0
"Scgb2b18",0,0
"Scgb2b2",0,0
"Scgb2b21",5.755,33.412
"Scgb2b24",0,0
"Scgb2b26",0,0
"Scgb2b27",0,6
"Scgb2b3",0,0
"Scgb3a1",8,15
"Scgb3a2",0,0
"Scgn",142.054,123
"Schip1",215.096,328.018
"Scimp",14,22
"Scin",5502.224,7645.306
"Sclt1",206.914,233.223
"Scly",733.928,970.897
"Scmh1",422.071,540.006
"Scml2",14,18
"Scml4",335.189,232.002
"Scn10a",1,1
"Scn11a",31,30
"Scn1b",109,138.074
"Scn2a1",19,12.987
"Scn2b",160.941,168
"Scn3b",20,26
"Scn4b",11,11
"Scn5a",29,48
"Scn7a",443.001,469.008
"Scn8a",9,20
"Scn9a",34,46.014
"Scnm1",476.994,550.841
"Scnn1a",436.864,891.6
"Scnn1b",1,0
"Scnn1g",0,3
"Sco1",1312.256,998.299
"Sco2",244.362,190.436
"Scp2",10665.634,7508.486
"Scp2d1",0,0
"Scpep1",1968.193,2066.941
"Scrg1",2,0
"Scrib",907.151,994.037
"Scrn1",137.001,167.026
"Scrn2",349.861,356.185
"Scrn3",312.166,314
"Scrt1",4,4
"Scrt2",0,0
"Sct",278.223,216.439
"Sctr",4,5
"Scube1",678.654,475.597
"Scube2",148.038,228.007
"Scube3",43,27
"Scx",2,10
"Scyl1",817.326,1139.116
"Scyl2",1380.089,1267.925
"Scyl3",658.93,558.05
"Sdad1",544.631,740.072
"Sdc1",3022.323,2810.393
"Sdc2",886.814,1094.26
"Sdc3",574.008,974.336
"Sdc4",4710.784,5360.77
"Sdcbp",6745.032,7561.42
"Sdcbp2",1769.692,2187.496
"Sdccag3",1480.481,1630.876
"Sdccag8",223.023,231.858
"Sde2",580.119,608.682
"Sdf2",1071.761,1141.16
"Sdf2l1",981.176,1509.291
"Sdf4",4800.802,5529.762
"Sdha",10459.728,12267.399
"Sdhaf1",245.001,420.171
"Sdhaf2",708.445,776.279
"Sdhaf3",83,95.001
"Sdhaf4",170.436,266.914
"Sdhb",3674.115,4602.54
"Sdhc",4230.742,5734.387
"Sdhd",4745.197,6467.588
"Sdk1",88,69.854
"Sdk2",52,46.004
"Sdpr",1018.971,880.054
"Sdr16c5",4,1
"Sdr16c6",3,3
"Sdr39u1",467.234,737.849
"Sdr42e1",296.182,383.081
"Sdr9c7",3,0
"Sds",0,0
"Sdsl",172.333,287.726
"Sebox",0,0
"Sec1",1.005,0
"Sec11a",1479.055,1730.97
"Sec11c",2667.096,4754.702
"Sec13",2524.921,3346.756
"Sec14l1",1607.187,1446.252
"Sec14l2",996.701,523.183
"Sec14l3",0,0
"Sec14l4",3,2
"Sec14l5",2,1.001
"Sec16a",2356.785,2639.354
"Sec16b",1134.169,805.08
"Sec22a",552.447,580.387
"Sec22b",1650.397,2025.604
"Sec22c",431.01,428.427
"Sec23a",4612.028,2980.523
"Sec23b",1637.447,2421.487
"Sec23ip",1141.118,1472.383
"Sec24a",2743.165,1992.886
"Sec24b",1316.774,1256.167
"Sec24c",4361.323,4523.301
"Sec24d",1607.298,1839.015
"Sec31a",5480.163,5493.233
"Sec31b",9,7.084
"Sec61a1",4938.539,6351.894
"Sec61a2",281.096,294.387
"Sec61b",1015.055,1807.973
"Sec61g",1452.892,2295.516
"Sec62",3154.163,3624.184
"Sec63",2987.104,3449.91
"Secisbp2",470.455,442.533
"Secisbp2l",3025.286,4670.204
"Sectm1a",75,58
"Sectm1b",10259.454,3207.445
"Seh1l",1675.085,2010.94
"Sel1l",4080.441,4194.725
"Sel1l2",0,0
"Sel1l3",4238.685,4230.638
"Sele",0,1
"Selk",1694.929,2439.22
"Sell",30,45
"Selm",1033.575,1880.523
"Selp",72,87
"Selplg",371.006,328.096
"Sema3a",121.858,126.819
"Sema3b",788.307,1193.529
"Sema3c",615,716.557
"Sema3d",78,80
"Sema3e",53,92.982
"Sema3f",210.067,228.67
"Sema3g",139,154.026
"Sema4a",3997.03,3501.109
"Sema4b",2241.475,2213.414
"Sema4c",145.001,242.717
"Sema4d",679.478,601.271
"Sema4f",23.437,16
"Sema4g",3517.573,3737.657
"Sema5a",1581.143,1852.507
"Sema5b",4,3
"Sema6a",2216.485,1038.62
"Sema6b",85.145,93.009
"Sema6c",54,61
"Sema6d",1775.451,1720.211
"Sema7a",470.006,911.659
"Senp1",864.715,767.677
"Senp2",1509.743,1791.181
"Senp3",913.602,1138.852
"Senp5",345.974,317.069
"Senp6",2718.417,2854.419
"Senp7",379.892,323.212
"Senp8",137.56,141.002
"Sephs1",894.149,967.962
"Sepn1",223.719,272
"Sepsecs",1036.945,864.566
"Sept1",203.968,194.121
"Sept10",256.019,273.755
"Sept11",2392.592,2605.213
"Sept12",3,4
"Sept14",0,0
"Sept2",1690.3,1524.037
"Sept3",32.038,29.037
"Sept4",462.697,661.293
"Sept5",12914.385,14059.187
"Sept6",626.177,662.904
"Sept7",3199.023,3594.719
"Sept8",1192.471,1251.482
"Sept9",2099.279,2323.189
"Serac1",68.141,60.011
"Serbp1",7396.627,9884.673
"Serf1",132,130
"Sergef",73,121
"Serhl",1142.011,1279.697
"Serinc1",3738.634,3234.81
"Serinc2",1823.104,3080.263
"Serinc3",23837.551,19047.095
"Serinc4",8.602,3
"Serinc5",1345.991,991.9
"Serp1",7323.255,9670.723
"Serp2",8,12
"Serpina10",7,1
"Serpina11",1,2
"Serpina12",0,1
"Serpina16",0,0
"Serpina1f",9,1
"Serpina3a",0,0
"Serpina3b",1,1
"Serpina3c",15.746,52.078
"Serpina3g",376.157,665.517
"Serpina3j",0,0
"Serpina3k",0,8
"Serpina3m",0,7.587
"Serpina3n",337.459,1136.284
"Serpina5",0,0
"Serpina6",1,0
"Serpina7",0,0
"Serpina9",15.001,12
"Serpinb10",0,0
"Serpinb11",0,0
"Serpinb12",0,0
"Serpinb13",0,0
"Serpinb1a",23085.428,26085.852
"Serpinb1b",7.003,22.005
"Serpinb1c",0,1.001
"Serpinb2",1,2
"Serpinb3a",0,0
"Serpinb3b",0,0
"Serpinb5",361.537,918.861
"Serpinb6a",13699.07,12986.439
"Serpinb6b",197.204,187.048
"Serpinb6c",1.001,3.002
"Serpinb6d",0,0
"Serpinb6e",0,0
"Serpinb7",0,1
"Serpinb8",40,37
"Serpinb9",369.322,523.826
"Serpinb9b",1,7
"Serpinb9c",0,0
"Serpinc1",17.743,14.086
"Serpind1",11,6
"Serpine1",33,75.313
"Serpine2",265.517,557.101
"Serpine3",1,0
"Serpinf1",101,156
"Serpinf2",24,27
"Serping1",2139.453,2697.631
"Serpinh1",1881.989,2900.04
"Serpini1",145.179,165.011
"Serpini2",0,0
"Sertad1",867.09,1144.672
"Sertad2",1356.668,1218.37
"Sertad3",292.598,368.888
"Sertad4",86,120.061
"Sertm1",67,93.103
"Sesn1",2352.9,1352.508
"Sesn2",264.505,180.846
"Sesn3",146,174.629
"Sestd1",728.06,708.163
"Setbp1",296.346,435.906
"Setd1a",669.933,788.993
"Setd1b",1157.808,950.878
"Setd2",1919.713,1749.222
"Setd4",39.357,72.177
"Setd5",2509.368,2597.43
"Setd6",170.999,320.082
"Setd7",2240.555,2443.498
"Setdb2",160.095,180.01
"Setmar",70,104
"Setx",1476.901,1302.693
"Sez6",14,11
"Sez6l",25,45
"Sez6l2",81.002,130.126
"Sf1",3300.19,4020.69
"Sf3a1",1535.261,1869.965
"Sf3a2",721.968,926.794
"Sf3a3",907.537,1178.218
"Sf3b1",7355.147,8010.704
"Sf3b2",4784.854,5003.823
"Sf3b3",2263.852,2917.366
"Sf3b4",966.817,1116.552
"Sf3b5",360.049,609.527
"Sf3b6",1343.052,1961.903
"Sfmbt1",358.379,375
"Sfmbt2",5,0
"Sfpq",5626.639,5758.529
"Sfr1",1764.401,2232.326
"Sfrp1",1364.902,1705.053
"Sfrp2",3,2
"Sfrp4",5,6
"Sfrp5",22.156,15.111
"Sfswap",955.617,1069.662
"Sft2d1",638.212,827.797
"Sft2d2",5788.826,5765.953
"Sft2d3",92,119
"Sfta2",0,0
"Sftpa1",1,1
"Sftpb",8,3.023
"Sftpc",0,0
"Sftpd",0,0
"Sfxn1",4675.137,3350.093
"Sfxn2",140.056,166.929
"Sfxn3",297.401,414.137
"Sfxn4",40,32
"Sfxn5",35,59.006
"Sgca",12,63
"Sgcb",333.839,431.536
"Sgcd",85.027,101
"Sgce",296.089,359.006
"Sgcg",1,3
"Sgcz",0,0
"Sgf29",270.691,291.093
"Sgip1",62,116
"Sgk1",7452.833,1060.155
"Sgk2",992.669,587.688
"Sgk3",272.141,228.817
"Sgms1",1104.295,1077.675
"Sgms2",1977.353,1558.338
"Sgol1",255,333.087
"Sgol2a",246.821,314.021
"Sgol2b",0,0
"Sgpl1",5187.205,2798.92
"Sgpp1",2001.875,2389.818
"Sgpp2",3064.256,3503.82
"Sgsh",283.166,293.78
"Sgsm1",223.178,330.189
"Sgsm2",288.002,306.963
"Sgsm3",431.551,624.097
"Sgta",1346.275,1659.382
"Sgtb",94,102
"Sh2b1",1055.96,952.879
"Sh2b2",21,16
"Sh2b3",502.443,463.003
"Sh2d1b1",33.965,29.101
"Sh2d1b2",1.035,2.899
"Sh2d2a",93.006,64.004
"Sh2d3c",138.007,111.174
"Sh2d4a",1014.113,1671.495
"Sh2d4b",3,2
"Sh2d5",9,5
"Sh2d6",328,1109.921
"Sh2d7",266.021,806.946
"Sh3bgr",415.771,755.474
"Sh3bgrl",4655.86,4501.5
"Sh3bgrl2",2604.187,3708.944
"Sh3bgrl3",2043.746,3363.907
"Sh3bp2",270.05,264.151
"Sh3bp4",599.55,977.592
"Sh3bp5",278,271.199
"Sh3bp5l",472.862,539.408
"Sh3d19",5947.177,4417.49
"Sh3d21",209.226,234.001
"Sh3gl1",618.933,596.731
"Sh3gl2",781.146,640.348
"Sh3gl3",41.408,40
"Sh3glb1",5204.711,5204.774
"Sh3glb2",576.998,732.32
"Sh3kbp1",439.277,590.118
"Sh3pxd2a",1082.996,960.12
"Sh3pxd2b",333.559,490.039
"Sh3rf1",1357.542,1126.539
"Sh3rf2",495.168,621.047
"Sh3rf3",5,8
"Sh3tc1",188.001,198.647
"Sh3tc2",16,13
"Sh3yl1",994.117,1556.458
"Shank1",49.4,64.165
"Shank3",151.333,156.003
"Sharpin",759.852,851.532
"Shb",600.779,1003.639
"Shbg",0,0
"Shc1",1723.973,2104.898
"Shc2",44,47.005
"Shc3",2,3
"Shc4",29,34.006
"Shcbp1",298.296,388.981
"Shcbp1l",1,3
"Shd",3,2
"She",120.695,103.006
"Shfm1",1728.632,2376.056
"Shh",3,2
"Shisa2",266,278.065
"Shisa3",16,40
"Shisa4",28,48
"Shisa5",2693.247,2716.647
"Shisa6",36.007,39
"Shisa7",31,49.148
"Shisa8",1,0
"Shisa9",6.138,1
"Shkbp1",433.228,619.125
"Shmt1",849.989,1145.606
"Shmt2",713.509,786.037
"Shoc2",1994.651,1983.336
"Shox2",0,1
"Shpk",340.07,295.082
"Shprh",461.345,447.923
"Shq1",109.996,132
"Shroom1",85.001,24
"Shroom2",472.264,623
"Shroom3",5244.821,4284.646
"Shroom4",85,72
"Shtn1",528.617,424.003
"Siae",985.525,662.022
"Siah1b",393.324,255.159
"Siah2",173,259.251
"Siah3",0,0
"Sidt1",252.306,330
"Sidt2",3093.782,2246.502
"Sigirr",415.073,505.85
"Siglec1",117.285,175.616
"Siglec15",0,0
"Siglece",74.09,85.323
"Siglecf",213.985,608.178
"Siglecg",20,15
"Siglech",11.001,12
"Sigmar1",685.001,1022.263
"Sik1",315.984,300.345
"Sik2",341.586,344.918
"Sik3",828.059,846.194
"Sike1",860.536,1002.054
"Sil1",558.694,807.444
"Sim1",1.001,2
"Sim2",1,0
"Simc1",147,113.005
"Sin3a",1282.431,1103.742
"Sin3b",1156.707,1245.994
"Sipa1",279.169,205.017
"Sipa1l1",2239.537,2056.107
"Sipa1l2",424,525.087
"Sipa1l3",3177.703,2897.007
"Sirpa",696.461,714.36
"Sirt1",817.966,629.977
"Sirt2",1059.572,1111.365
"Sirt3",182.219,159.012
"Sirt4",87.001,121.009
"Sirt5",75,113
"Sirt6",167,221.267
"Sirt7",1133.811,1287.857
"Sis",42451.577,12749.99
"Sit1",6,6
"Siva1",99.31,175
"Six1",0,0
"Six2",0,0
"Six3",3,1
"Six4",12.09,24
"Six5",183,391.954
"Six6",0,0
"Ska1",98,140.944
"Ska2",233.729,248.051
"Ska3",193.963,258.203
"Skap1",112.026,103.023
"Skap2",1284.877,2050.063
"Ski",2531.5,2287.06
"Skida1",23,24
"Skil",3549.363,3005.651
"Skint1",0,0
"Skint10",0,0
"Skint11",0,0
"Skint2",0,0
"Skint3",7,2.017
"Skint4",0,1
"Skint5",0,0
"Skint6",0,0
"Skint7",0,0
"Skint8",6.917,6.807
"Skint9",0,0
"Skiv2l",1256.142,1472.273
"Skiv2l2",1196.431,1466.194
"Skor1",0,0
"Skor2",0,0
"Skp1a",6507.646,7266.88
"Sla",439.018,230.934
"Sla2",53.013,9
"Slain1",151,166
"Slain2",2307.446,2241.257
"Slamf1",26.44,34.553
"Slamf6",53.942,41.999
"Slamf7",125,61.682
"Slamf8",87,127.051
"Slamf9",63,118
"Slbp",1240.576,1380.356
"Slc10a1",0,0
"Slc10a2",4165.611,2206.963
"Slc10a3",198.491,229.279
"Slc10a5",794.561,260.319
"Slc10a6",71,41.069
"Slc10a7",370.191,474.049
"Slc11a1",81.024,102
"Slc11a2",1147.069,1132.949
"Slc12a1",0,0
"Slc12a2",6708.532,8857.486
"Slc12a3",1,1
"Slc12a4",165.161,219.003
"Slc12a5",9,8
"Slc12a6",2038.144,1287.154
"Slc12a7",2667.968,2312.198
"Slc12a8",1406.047,2500.82
"Slc12a9",164,221
"Slc13a1",6986.088,6795.853
"Slc13a2",4431.651,1862.503
"Slc13a3",4,4
"Slc13a4",4.03,2
"Slc13a5",1,11
"Slc14a1",49,83.009
"Slc14a2",0,0
"Slc15a1",11350.802,4900.663
"Slc15a2",177,211.055
"Slc15a3",123.813,217.909
"Slc15a4",220.008,191.091
"Slc15a5",7,1
"Slc16a1",2481.625,4733.272
"Slc16a10",1591.282,619.029
"Slc16a11",24.001,38
"Slc16a12",105,117
"Slc16a13",128,148
"Slc16a14",0,0
"Slc16a2",64.003,96.001
"Slc16a3",373.552,948.388
"Slc16a4",5,3
"Slc16a5",2210.561,1127.958
"Slc16a6",350.762,566.346
"Slc16a7",104,116
"Slc16a8",2,3
"Slc16a9",61.106,74
"Slc17a1",0,0
"Slc17a2",1,1
"Slc17a3",0,3
"Slc17a4",1554.582,991.854
"Slc17a5",882.473,623.805
"Slc17a6",0,4
"Slc17a7",6,1
"Slc17a8",27,12
"Slc17a9",131,407.068
"Slc18a1",263.768,383.949
"Slc18a2",55.001,74
"Slc18a3",28,41
"Slc18b1",1267.358,819.273
"Slc19a1",233,213
"Slc19a2",230.035,255
"Slc19a3",5,5
"Slc1a1",4622.372,9196.491
"Slc1a2",23.401,32.003
"Slc1a3",71.999,34.997
"Slc1a4",136,179.182
"Slc1a5",1770.689,2221.803
"Slc1a6",2,3.001
"Slc1a7",7.021,5.047
"Slc20a1",380.25,964.539
"Slc20a2",500.401,609.295
"Slc22a1",870.681,943.192
"Slc22a12",3,1
"Slc22a13",1,1
"Slc22a14",0,0
"Slc22a15",251.015,320
"Slc22a16",0,0
"Slc22a17",37,56.033
"Slc22a18",756.797,1031.147
"Slc22a19",0,0
"Slc22a2",0,0
"Slc22a20",0,2
"Slc22a21",497.436,558.687
"Slc22a22",0,0
"Slc22a23",2333.208,1915.362
"Slc22a26",0,0
"Slc22a28",0,0
"Slc22a3",119,27
"Slc22a4",430.175,177.565
"Slc22a5",2524.759,1008.41
"Slc22a6",0,0
"Slc22a7",0,0
"Slc22a8",0,0
"Slc23a1",16.426,11.743
"Slc23a2",702,751.171
"Slc23a3",53,56
"Slc24a1",1,0
"Slc24a2",12,14
"Slc24a3",1173.459,1377.713
"Slc24a4",0,2
"Slc24a5",3.172,6
"Slc25a1",2189.435,3652.401
"Slc25a10",1754.515,1856.362
"Slc25a11",1819.201,2249.65
"Slc25a12",537.12,768.194
"Slc25a13",750.465,559.53
"Slc25a14",136.053,158.048
"Slc25a15",7272.836,3013.905
"Slc25a16",606.898,715.25
"Slc25a17",671.697,815.074
"Slc25a18",0,0
"Slc25a19",248.879,240.172
"Slc25a2",2,4
"Slc25a20",3479.07,2089.058
"Slc25a21",2,1
"Slc25a22",5412.141,3585.407
"Slc25a23",787.727,1048.072
"Slc25a24",8787.448,9374.425
"Slc25a25",714.183,703.059
"Slc25a26",138,118.002
"Slc25a27",39,58
"Slc25a28",336.122,444.96
"Slc25a29",32,50
"Slc25a3",16235.261,18021.795
"Slc25a30",66,41.858
"Slc25a31",2,1
"Slc25a32",244.344,251.014
"Slc25a33",67.07,84
"Slc25a34",386.109,86.931
"Slc25a35",467.753,655.583
"Slc25a36",1778.817,1046.441
"Slc25a37",3035.192,1785.462
"Slc25a38",273,334.773
"Slc25a39",2134.653,3199.241
"Slc25a4",2083.032,2893.394
"Slc25a40",167.297,251.006
"Slc25a41",0,0
"Slc25a42",232.588,152.21
"Slc25a43",15.091,9.053
"Slc25a44",1547.103,1125.942
"Slc25a45",400.361,156
"Slc25a46",1700.297,1718.407
"Slc25a47",19.013,29
"Slc25a48",1822.103,538.402
"Slc25a5",22750.693,22724.889
"Slc25a51",2685.988,2247.831
"Slc25a53",79,61.001
"Slc25a54",0,0
"Slc26a1",1,3
"Slc26a10",3,6
"Slc26a11",133.845,137
"Slc26a2",11741.209,6647.331
"Slc26a3",3203.216,2469.164
"Slc26a4",21,13
"Slc26a5",0,0
"Slc26a6",5249.181,4359.29
"Slc26a7",0,0
"Slc26a8",3,1.002
"Slc26a9",0,1
"Slc27a1",285.047,347.915
"Slc27a2",1220.581,751.485
"Slc27a3",25.002,30
"Slc27a4",13985.514,6239.562
"Slc27a5",1,1
"Slc27a6",15,17
"Slc28a1",203.097,710.63
"Slc28a3",569.374,457.551
"Slc29a1",581.888,658.853
"Slc29a2",30,43.004
"Slc29a3",57,36.046
"Slc29a4",41,61
"Slc2a1",395.641,1922.085
"Slc2a10",115.953,251.484
"Slc2a12",37,41
"Slc2a13",355.323,349.665
"Slc2a2",294.569,33
"Slc2a3",167.682,188.648
"Slc2a4",454.999,819.141
"Slc2a5",744.239,254.023
"Slc2a6",23,24
"Slc2a7",40,11
"Slc2a8",124,141.399
"Slc2a9",687.176,545.327
"Slc30a1",2953.564,1726.418
"Slc30a10",709.726,646.989
"Slc30a2",619.016,487.686
"Slc30a3",0,1
"Slc30a4",3471.697,3216.571
"Slc30a5",2117.171,1813.249
"Slc30a6",416.031,506.37
"Slc30a7",1258.83,1640.083
"Slc30a8",0,0
"Slc30a9",1463.787,1571.8
"Slc31a1",5003.649,5870.286
"Slc31a2",218.487,269
"Slc32a1",0,0
"Slc33a1",1525.966,1743.7
"Slc34a1",6,11
"Slc34a2",26840.048,7025.202
"Slc34a3",8,1
"Slc35a1",713.478,1217.048
"Slc35a2",994.896,1944.389
"Slc35a3",5546.898,5785.556
"Slc35a4",942.279,1282.749
"Slc35a5",1440.392,804.743
"Slc35b1",2355.147,3129.764
"Slc35b2",463,656.133
"Slc35b3",705.06,902.062
"Slc35b4",682.99,712.438
"Slc35c1",2371.374,3476.844
"Slc35c2",722.25,817.047
"Slc35d1",1023.233,1069.631
"Slc35d2",221.515,210.949
"Slc35d3",24,19
"Slc35e1",2471.331,2703.345
"Slc35e2",1661.887,1501.231
"Slc35e4",74,171
"Slc35f1",57,66.867
"Slc35f2",1919.898,1259.922
"Slc35f3",4,7
"Slc35f4",1,0
"Slc35f5",3133.38,1916.283
"Slc35f6",297.018,327.001
"Slc35g1",3923.871,2848.039
"Slc35g2",90.037,129
"Slc35g3",0,0
"Slc36a2",5,10
"Slc36a3",0,1
"Slc36a4",30,39
"Slc37a1",2161.866,2583.571
"Slc37a2",72,45.999
"Slc37a3",1253.602,1204.781
"Slc37a4",551.115,537.438
"Slc38a1",1829.249,2336.562
"Slc38a10",2156.628,2125.045
"Slc38a11",7,6
"Slc38a2",3071.744,2531.797
"Slc38a3",5,1
"Slc38a4",15,13
"Slc38a5",0,0
"Slc38a6",147.123,138.023
"Slc38a7",354.729,304.014
"Slc38a8",5,1
"Slc38a9",322.244,312.787
"Slc39a1",2317.781,2715.095
"Slc39a10",148,163.44
"Slc39a11",894.436,1082.85
"Slc39a12",3,2
"Slc39a14",2181.78,1632.544
"Slc39a2",20,20
"Slc39a3",425.5,442.021
"Slc39a4",3570.509,3990.468
"Slc39a5",1806.749,1749.506
"Slc39a6",277.375,368.015
"Slc39a7",1836.163,3237.947
"Slc39a8",449.585,447.915
"Slc39a9",3614.147,3678.176
"Slc3a1",7553.584,4120.81
"Slc3a2",4243.794,2407.466
"Slc40a1",1315.758,1001.171
"Slc41a1",441.303,474.188
"Slc41a2",1341.127,1171.117
"Slc41a3",183.969,140
"Slc43a1",97,91
"Slc43a2",7663.208,4460.335
"Slc43a3",665.158,613.185
"Slc44a1",8000.439,6527.461
"Slc44a2",479.33,534.124
"Slc44a3",819.172,1396.707
"Slc44a4",7808.932,8077.244
"Slc44a5",6,19
"Slc45a1",8,3
"Slc45a2",0,0
"Slc45a3",63,110
"Slc45a4",268.671,252.152
"Slc46a1",161.464,194.768
"Slc46a2",0,0
"Slc46a3",1304.935,996.857
"Slc47a1",284.077,112
"Slc47a2",2,2
"Slc48a1",577.102,679.828
"Slc4a1",0,2
"Slc4a10",15.007,5
"Slc4a11",7,201
"Slc4a1ap",502.743,607.641
"Slc4a2",2064.529,2725.161
"Slc4a3",102,166.381
"Slc4a4",4909.027,4558.6
"Slc4a5",47,19.001
"Slc4a7",1021.22,1429.876
"Slc4a8",53.82,91
"Slc4a9",0,0
"Slc50a1",443.002,737.707
"Slc51a",14834.709,11477.807
"Slc51b",4020.76,4113.277
"Slc52a2",1187.646,723.917
"Slc52a3",1266.548,856.228
"Slc5a1",34120.823,17174.995
"Slc5a10",1,1
"Slc5a11",472.001,126
"Slc5a12",638.782,14.002
"Slc5a2",2,2
"Slc5a3",318.015,226.06
"Slc5a4a",194.084,16
"Slc5a4b",347.062,19
"Slc5a5",9,9
"Slc5a6",723.977,297.753
"Slc5a7",73,54
"Slc5a8",8425.687,6961.809
"Slc5a9",485.084,639.053
"Slc6a1",10,11
"Slc6a11",9,5
"Slc6a12",1,2
"Slc6a13",5,2
"Slc6a14",72,92.004
"Slc6a15",30.013,25
"Slc6a17",178.036,277
"Slc6a18",45,13
"Slc6a19",13838.31,6192.936
"Slc6a2",0,10
"Slc6a20a",3482.239,1676.918
"Slc6a20b",208.618,71.992
"Slc6a3",1,0
"Slc6a4",1014.06,890.97
"Slc6a5",1.02,1.002
"Slc6a6",5523.119,4092.912
"Slc6a7",152,106
"Slc6a8",10694.344,7016.582
"Slc6a9",508.77,345.886
"Slc7a1",1653.834,1376.327
"Slc7a10",1,1
"Slc7a11",111.482,93.545
"Slc7a12",0,0
"Slc7a13",0,0
"Slc7a14",234.947,261.846
"Slc7a15",507.238,124
"Slc7a2",120.942,154.364
"Slc7a3",14,4
"Slc7a4",112.032,241.801
"Slc7a5",481.812,423
"Slc7a6",190.122,299.444
"Slc7a6os",518.275,646.302
"Slc7a7",3900.981,3212.42
"Slc7a8",1553.848,847.26
"Slc7a9",4656.992,3349.698
"Slc8a1",162.007,199.012
"Slc8a2",43.002,86.326
"Slc8a3",43,44
"Slc8b1",244.269,279.598
"Slc9a1",1197.131,1148.277
"Slc9a2",6249.257,5145.265
"Slc9a3",281.171,203.471
"Slc9a3r1",19895.968,10651.277
"Slc9a3r2",520.952,505.436
"Slc9a4",26,25
"Slc9a5",47,71
"Slc9a6",564.002,654.496
"Slc9a7",23.003,19
"Slc9a8",664.546,742.438
"Slc9a9",149,145
"Slc9b1",1,1
"Slc9b2",12.888,5
"Slc9c1",1,2
"Slco1a1",0,0
"Slco1a4",2,2
"Slco1a5",0,1
"Slco1a6",0,0
"Slco1b2",0,0
"Slco1c1",1,1
"Slco2a1",3256.637,1855.815
"Slco2b1",1187.835,1358.723
"Slco3a1",686.642,1042.168
"Slco4a1",110,294
"Slco4c1",8,7
"Slco5a1",2,5
"Slco6c1",1,0
"Slco6d1",0,0
"Slf1",218,295.001
"Slfn1",22,37
"Slfn14",0,0
"Slfn2",415.779,411.01
"Slfn3",20,21.147
"Slfn4",92.19,181.085
"Slfn5",336.451,238.056
"Slfn8",37.969,25.827
"Slfn9",610.98,622.271
"Slfnl1",0,1
"Slirp",516.964,845.665
"Slit1",11,16
"Slit2",253.095,340.367
"Slit3",180.188,262.024
"Slitrk1",2,8
"Slitrk2",7,9.013
"Slitrk3",42,54
"Slitrk4",9.002,2.005
"Slitrk5",21,10
"Slitrk6",708.083,486.364
"Slk",2331.171,3260.052
"Slmap",3889.472,4459.462
"Slmo1",10.193,12.004
"Slmo2",2096.487,2930.32
"Sln",0,0
"Slpi",559.839,221
"Sltm",2612.233,2752.369
"Slu7",1642.113,1369.964
"Slurp1",0,1
"Slurp2",0,0
"Slx1b",151.106,213.356
"Slx4",448.67,267.012
"Slx4ip",277.744,261
"Smad1",1579.756,1689.305
"Smad2",580.594,529.324
"Smad3",1114.502,765
"Smad4",2557.786,2079.248
"Smad5",1551.23,1588.51
"Smad6",206.836,136
"Smad7",1666.936,699.478
"Smad9",160,162.02
"Smagp",1631.192,1980.071
"Smap1",2463.934,2681.68
"Smap2",1665.785,1601.342
"Smarca1",47,57.999
"Smarca2",1691.778,1553.192
"Smarca4",3309.93,3943.809
"Smarca5",3199.535,3732.878
"Smarcad1",496.317,555.279
"Smarcal1",294.999,301.009
"Smarcb1",1235.635,1702.515
"Smarcc1",1390.428,1596.186
"Smarcc2",3165.124,3112.613
"Smarcd1",567.251,650.286
